,조회연도,기업명,안정성유동비율,자기자본구성비율,부채비율,매출액순이익율,자기자본순이익율,매출액영업이익율,총자산순이익율,총자산회전율,자기자본회전율,총수지비율,경상수지비율,영업수지비율,영업수익,영업비용,영업이익,영업외수익,영업외비용,법인세차감전이익,법인세등,당기순이익,지자체,수도권여부,지역,설립기관,운영구분,공기업유형
1920,2015,상주시하수도,48,14,602,-1488,-84,-1182,-12,0.01,0.06,17,17,7,1193,6324,-5131,1830,41,-3342,0,-3342,기초,비수도권,경상북도,경상북도 상주시,직영,하수도
1921,2016,상주시하수도,23.93,13.85,622.06,-1212.5,-93.9,-969.03,-13.19,0.01,0.08,14.1,14.1,9.35,1531,16366,-14835,1517,5244,-18562,0,-18562,기초,비수도권,경상북도,경상북도 상주시,직영,하수도
1922,2017,상주시하수도,29.25,14.83,574.2,-1112.49,-98.09,-930.19,-14.05,0.01,0.09,14.83,14.83,9.71,1671,7629,-5958,1462,11,-4507,0,-4507,기초,비수도권,경상북도,경상북도 상주시,직영,하수도
1923,2018,상주시하수도,22.86,14.47,590.92,-1172.08,-112.22,-934.78,-16.45,0.01,0.1,8.45,8.45,9.66,1744,18054,-16310,142,4283,-20451,0,-20451,기초,비수도권,경상북도,경상북도 상주시,직영,하수도
1924,2019,상주시하수도,101.04,19.1,423.46,-1007.98,-91.63,-868.71,-15.36,0.02,0.09,15.56,15.56,10.32,1811,17549,-15738,1553,4076,-18261,0,-18261,기초,비수도권,경상북도,경상북도 상주시,직영,하수도
1925,2020,상주시하수도,81.32,18.85,430.52,-1315.7,-106.32,-1086.02,-20.18,0.02,0.08,12.45,12.45,8.43,1753,20793,-19040,1524,5540,0,0,-23056,기초,비수도권,경상북도,경상북도 상주시,직영,하수도
1926,2011,경산시하수도,95.67,88.27,13.29,-75.3,-3.19,-6.56,-2.74,0.04,0.04,72.24,72.24,39.24,6350,16185,-9835,6092,1039,-4782,0,-4782,기초,비수도권,경상북도,경상북도 경산시,직영,하수도
1927,2012,경산시하수도,91.79,91.85,8.87,-117.29,-4.82,-4.82,-4.34,0.04,0.04,59.76,59.76,35.45,6351,17913,-11562,4714,601,-7449,0,-7449,기초,비수도권,경상북도,경상북도 경산시,직영,하수도
1928,2013,경산시하수도,171.86,96.17,3.98,-80.04,-4.18,-133.46,-3.93,0.05,0.05,66.28,66.28,42.83,8176,19089,-10913,4687,318,-6544,0,-6544,기초,비수도권,경상북도,경상북도 경산시,직영,하수도
1929,2014,경산시하수도,838.86,99.19,0.82,-104.93,-5.94,-127.03,-5.8,0.06,0.06,54.18,54.18,44.05,9370,21273,-11903,2255,184,-9832,0,-9832,기초,비수도권,경상북도,경상북도 경산시,직영,하수도
1936,2011,영천시하수도,825.92,97.78,2.27,-399.71,-4.51,-4.51,-4.39,0.01,0.01,32.53,32.53,17.18,1551,9027,-7476,1437,160,-6199,0,-6199,기초,비수도권,경상북도,경상북도 영천시,직영,하수도
1937,2012,영천시하수도,1115.26,98.68,1.33,-204.34,-1.96,-1.96,-1.93,0.01,0.01,68.79,68.79,15.41,1653,10729,-9076,5795,100,-3381,0,-3381,기초,비수도권,경상북도,경상북도 영천시,직영,하수도
1938,2013,영천시하수도,95.43,0.58,-43.61,172.23,140.82,37.78,141.97,0,0,-48.7,-48.7,-24.21,1645,5418,-3773,3339,59,-493,0,-493,기초,비수도권,경상북도,경상북도 영천시,직영,하수도
1939,2014,영천시하수도,1942.22,99.51,0.5,-587.01,-5.31,-777.27,-5.28,0.01,0.01,33.24,33.24,11.4,1837,16112,-14275,3532,38,-10781,0,-10781,기초,비수도권,경상북도,경상북도 영천시,직영,하수도
1940,2015,영천시하수도,3207.48,99.76,0.24,-481.41,-5.13,-618.62,-5.11,0.01,0.01,37.48,37.48,15.77,2293,16477,-14184,3162,16,-11038,0,-11038,기초,비수도권,경상북도,경상북도 영천시,직영,하수도
1944,2019,영천시하수도,346485.19,99.96,0.04,-194.56,-3.45,356.31,-3.45,0.02,0.02,57.36,57.36,21.91,4786,21841,-17055,7742,0,-9313,0,-9313,기초,비수도권,경상북도,경상북도 영천시,직영,하수도
1945,2020,영천시하수도,4.04E+07,99.95,0.05,-246.29,-4.04,382.93,-4.03,0.02,0.02,49,49,20.71,4493,21702,-17208,6140,0,-11067,0,-11067,기초,비수도권,경상북도,경상북도 영천시,직영,하수도
1946,2011,안동시하수도,174845.03,100,0,-347.95,-196.55,-3.5,-3.5,0.02,0.02,56.59,56.59,22.32,2578,11549,-8971,4028,124,-5067,0,-5067,기초,비수도권,경상북도,경상북도 안동시,직영,하수도
1947,2012,안동시하수도,5567.44,99.93,0.07,-290,-4.47,-4.47,-4.47,0.02,0.02,47.96,47.96,17.95,2579,14366,-11787,4315,8,-7480,0,-7480,기초,비수도권,경상북도,경상북도 안동시,직영,하수도
1948,2013,안동시하수도,4839.44,99.84,0.16,-349.73,-4.94,-504.51,-4.94,0.01,0.01,42.66,42.66,16.54,2708,16370,-13662,4337,146,-9471,0,-9471,기초,비수도권,경상북도,경상북도 안동시,직영,하수도
1949,2014,안동시하수도,161265.41,99.96,0.04,-334.46,-3.98,-564.95,-3.98,0.01,0.01,49.73,49.73,15.04,2700,17954,-15254,6234,10,-9030,0,-9030,기초,비수도권,경상북도,경상북도 안동시,직영,하수도
1950,2015,안동시하수도,397019.41,99.96,0.04,-261.52,-3.63,-412.32,-3.62,0.01,0.01,48.96,48.96,19.52,3664,18772,-15108,5527,1,-9582,0,-9582,기초,비수도권,경상북도,경상북도 안동시,직영,하수도
1951,2016,안동시하수도,229391,100,0,-290,-4,-467,-4,0,0,49,49,18,3992,22644,-18652,7069,0,-11583,0,-11583,기초,비수도권,경상북도,경상북도 안동시,직영,하수도
1952,2017,안동시하수도,497149,100,0,-314,-5,-421,-5,0,0,41,41,19,5011,26130,-21119,6019,647,-15747,0,-15747,기초,비수도권,경상북도,경상북도 안동시,직영,하수도
1953,2018,안동시하수도,114953.71,99.94,0.06,-214.45,-4.11,-325.28,-4.1,0.02,0.02,49.58,49.58,23.51,6838,29082,-22244,7584,5,-14665,0,-14665,기초,비수도권,경상북도,경상북도 안동시,직영,하수도
1954,2019,안동시하수도,249983.62,99.94,0.06,-219.64,-4.29,-345.11,-4.29,0.02,0.02,51.05,51.05,22.47,7213,32105,-24892,9310,260,-15842,0,-15842,기초,비수도권,경상북도,경상북도 안동시,직영,하수도
1955,2020,안동시하수도,122514.97,99.93,0.07,-334.93,-6.26,-288.73,-6.25,0.02,0.02,34.87,34.87,22.99,7858,34175,-26318,4287,657,0,0,-22688,기초,비수도권,경상북도,경상북도 안동시,직영,하수도
1956,2011,구미시하수도,707.1,98.66,1.36,-44.14,-2.45,-2.45,-2.41,0.05,0.06,74.03,74.02,62.55,30089,48106,-18017,7761,3030,-13286,0,-13286,기초,비수도권,경상북도,경상북도 구미시,직영,하수도
1957,2012,구미시하수도,472.44,99.12,0.89,-75.6,-3.88,-3.88,-3.83,0.05,0.05,62.11,62.07,51.44,30173,58659,-28486,7219,1544,-22811,0,-22811,기초,비수도권,경상북도,경상북도 구미시,직영,하수도
1958,2013,구미시하수도,1367.54,99.59,0.41,-97.75,-5.07,-115.4,-5.04,0.05,0.05,56.85,56.85,46.42,30277,65217,-34940,8720,3374,-29594,0,-29594,기초,비수도권,경상북도,경상북도 구미시,직영,하수도
1959,2014,구미시하수도,3854.58,99.78,0.22,-102.43,-5.79,-114.53,-5.77,0.06,0.06,54.03,54.03,46.61,32184,69042,-36858,6557,2664,-32965,0,-32965,기초,비수도권,경상북도,경상북도 구미시,직영,하수도
1960,2015,구미시하수도,7542.52,99.88,0.12,-95.68,-5.61,-114.84,-5.6,0.06,0.06,56.12,56.12,46.55,32731,70320,-37589,7318,1047,-31318,0,-31318,기초,비수도권,경상북도,경상북도 구미시,직영,하수도
1961,2016,구미시하수도,145396,99.96,0.04,-88.7,-5.18,-110.74,-5.18,0.06,0.06,58.62,58.62,47.45,32896,69327,-36431,8446,1195,-29180,0,-29180,기초,비수도권,경상북도,경상북도 구미시,직영,하수도
1962,2017,구미시하수도,87503,99.93,0.05,-61.8,-4.22,-81.74,-4.22,0.07,0.07,66.47,66.47,55.02,38820,70551,-31731,8742,1003,-23992,0,-23992,기초,비수도권,경상북도,경상북도 구미시,직영,하수도
1963,2018,구미시하수도,5616.92,87.85,9.82,-36.68,-2.84,-54.4,-2.7,0.07,0.08,76.44,76.44,64.77,44531,68755,-24224,8452,561,-16333,0,-16333,기초,비수도권,경상북도,경상북도 구미시,직영,하수도
1964,2019,구미시하수도,148887.08,88.29,8.77,-41.07,-3.27,-63.71,-2.99,0.07,0.08,75.17,75.17,61.08,47593,77913,-30320,11581,809,-19548,0,-19548,기초,비수도권,경상북도,경상북도 구미시,직영,하수도
1965,2020,구미시하수도,336788,89.42,7.88,-32.46,-2.68,-53,-2.48,0.08,0.08,78.9,78.9,65.36,51933,79456,-27524,11105,438,0,0,-16857,기초,비수도권,경상북도,경상북도 구미시,직영,하수도
1966,2011,경주시하수도,77.69,67.77,47.55,-309.07,-11.43,-11.43,-7.62,0.02,0.04,30.7,30.7,27.27,8595,31514,-22919,3171,6818,-26566,0,-26566,기초,비수도권,경상북도,경상북도 경주시,직영,하수도
1967,2012,경주시하수도,79.13,73.16,36.69,-298.77,-10.28,-266.25,-7.27,0.02,0.03,31.74,31.74,27.3,9218,33761,-24543,3591,6588,-27540,0,-27540,기초,비수도권,경상북도,경상북도 경주시,직영,하수도
1968,2013,경주시하수도,71.35,63.28,58.04,-299.08,-9.72,-266.6,-6.58,0.02,0.03,30.53,30.53,27.28,9917,36355,-26438,3115,6336,-29659,0,-29659,기초,비수도권,경상북도,경상북도 경주시,직영,하수도
1969,2014,경주시하수도,76.27,66.05,51.41,-418.5,-12.35,-335.37,-7.99,0.02,0.03,24.2,24.2,22.97,9640,41972,-32332,3237,11250,-40345,0,-40345,기초,비수도권,경상북도,경상북도 경주시,직영,하수도
1970,2015,경주시하수도,159.12,67.36,48.46,-382.5,-13.12,-353.8,-8.75,0.02,0.03,25.85,25.85,22.04,11667,52947,-41280,3894,7242,-44628,0,-44628,기초,비수도권,경상북도,경상북도 경주시,직영,하수도
1971,2016,경주시하수도,382.02,68.66,45.65,-304.74,-12.24,-287.74,-8.32,0.03,0.04,30.03,30.03,25.79,13768,53385,-39617,4236,6577,-41958,0,-41958,기초,비수도권,경상북도,경상북도 경주시,직영,하수도
1972,2017,경주시하수도,322.02,67.62,47.88,-283.95,-12.37,-265.95,-8.43,0.03,0.04,31.56,31.56,27.33,14282,52265,-37983,4420,6991,-40554,0,-40554,기초,비수도권,경상북도,경상북도 경주시,직영,하수도
1973,2018,경주시하수도,199.25,66.83,49.64,-303.66,-14.05,-287.91,-9.45,0.03,0.05,30.07,30.07,25.78,14182,55015,-40833,4335,6568,-43066,0,-43066,기초,비수도권,경상북도,경상북도 경주시,직영,하수도
1974,2019,경주시하수도,152.43,66.87,49.54,-319.13,-15.47,-301.8,-10.34,0.03,0.05,26.5,26.5,24.89,14177,56964,-42787,2134,4591,-45244,0,-45244,기초,비수도권,경상북도,경상북도 경주시,직영,하수도
1975,2020,경주시하수도,119.25,67.83,47.43,-258.86,-11.83,-350.93,-7.97,0.03,0.05,45.96,45.96,22.18,12719,57354,-44635,15280,3570,-32924,0,-32924,기초,비수도권,경상북도,경상북도 경주시,직영,하수도
1976,2011,영암군하수도,372.62,97.1,2.99,-294.52,-4.9,-4.9,-4.73,0.02,0.02,32.88,32.88,25.35,1975,7791,-5816,627,122,-5311,0,-5311,기초,비수도권,전라남도,전라남도 영암군,직영,하수도
1977,2012,영암군하수도,1641.34,98.22,1.81,-245.13,-4.4,-4.4,-4.3,0.02,0.02,43.55,43.55,23.22,2121,9135,-7014,1891,75,-5198,0,-5198,기초,비수도권,전라남도,전라남도 영암군,직영,하수도
1978,2013,영암군하수도,2549.56,98.68,1.34,-248.8,-4.06,-4.06,-4,0.02,0.02,47.81,47.81,21.06,2141,10166,-8025,2739,39,-5325,0,-5325,기초,비수도권,전라남도,전라남도 영암군,직영,하수도
1979,2014,영암군하수도,3864.11,99.02,0.99,-276.29,-4.01,-400.52,-3.96,0.01,0.01,44.96,44.96,19.98,2053,10277,-8224,2580,29,-5673,0,-5673,기초,비수도권,전라남도,전라남도 영암군,직영,하수도
1980,2015,영암군하수도,4290,99,1,-172,-3,-403,-3,0,0,66,66,20,2425,12203,-9778,5612,14,-4180,0,-4180,기초,비수도권,전라남도,전라남도 영암군,직영,하수도
1981,2016,영암군하수도,3390.75,99.48,0.52,-214.95,-3.85,-330.23,-3.83,0.02,0.02,50.58,50.58,23.24,2880,12391,-9511,3456,136,-6191,0,-6191,기초,비수도권,전라남도,전라남도 영암군,직영,하수도
1982,2017,영암군하수도,5132.97,99.69,0.31,-350.63,-4.26,-501.09,-4.24,0.01,0.01,42.69,42.69,16.64,2129,12799,-10670,3432,228,-7466,0,-7466,기초,비수도권,전라남도,전라남도 영암군,직영,하수도
1983,2018,영암군하수도,3667.21,99.85,0.15,-282.51,-3.36,-477.94,-3.36,0.01,0.01,51.15,51.15,17.3,2270,13121,-10851,4446,9,-6414,0,-6414,기초,비수도권,전라남도,전라남도 영암군,직영,하수도
1986,2011,나주시하수도,200.39,96.39,3.75,-243.78,-3.28,-3.28,-3.12,0.01,0.01,58.19,58.19,17.64,1055,5977,-4922,2523,171,-2570,0,-2570,기초,비수도권,전라남도,전라남도 나주시,직영,하수도
1987,2012,나주시하수도,538.8,98.56,1.46,-366.08,-4.64,-4.64,-4.52,0.01,0.01,47.48,47.48,14.51,1050,7240,-6190,2426,80,-3844,0,-3844,기초,비수도권,전라남도,전라남도 나주시,직영,하수도
1988,2013,나주시하수도,2262.49,68.55,45.87,-462.27,-5.26,-850.21,-4.2,0.01,0.01,51.47,51.47,10.52,1060,10071,-9011,4136,24,-4899,0,-4899,기초,비수도권,전라남도,전라남도 나주시,직영,하수도
1989,2014,나주시하수도,693.7,66.7,49.9,-743.4,-6.6,-1019.6,-4.5,0.01,0.01,45.6,45.6,8.9,1002,11219,-10217,5240,2472,-7449,0,-7449,기초,비수도권,전라남도,전라남도 나주시,직영,하수도
1990,2015,나주시하수도,855.1,69.95,42.97,-706.81,-5.51,-1045.2,-3.77,0.01,0.01,48.27,48.27,8.73,1019,11667,-10648,5699,2252,-7201,0,-7201,기초,비수도권,전라남도,전라남도 나주시,직영,하수도
1991,2016,나주시하수도,1092.02,73.38,36.28,-539.46,-5.6,-679.46,-4.02,0.01,0.01,42.32,42.32,12.83,1516,11816,-10300,4482,2360,-8178,0,-8178,기초,비수도권,전라남도,전라남도 나주시,직영,하수도
1992,2017,나주시하수도,935.73,77.56,28.93,-593.2,-6.73,-650.9,-5.09,0.01,0.01,31.43,31.43,13.32,1913,14363,-12450,3287,2183,-11346,0,-11346,기초,비수도권,전라남도,전라남도 나주시,직영,하수도
1993,2018,나주시하수도,627.41,79.05,26.51,-436.9,-5.09,-585.37,-3.99,0.01,0.01,44.21,44.21,14.59,2157,14785,-12628,5312,2109,-9425,0,-9425,기초,비수도권,전라남도,전라남도 나주시,직영,하수도
1994,2019,나주시하수도,308.07,80.62,24.04,-78.32,-0.98,-552.2,-0.78,0.01,0.01,89.3,89.3,15.33,2387,7860,-5473,14568,0,9095,0,9095,기초,비수도권,전라남도,전라남도 나주시,직영,하수도
1995,2020,나주시하수도,237.65,81.2,23.16,-758.03,-8.6,-862.12,-6.96,0.01,0.01,30.42,30.42,10.39,2186,21037,0,5059,2783,-16574,0,-16574,기초,비수도권,전라남도,전라남도 나주시,직영,하수도
1996,2011,순천시하수도,1504.18,94.71,5.59,-234,-4.73,0,0,0.02,0.02,37.88,37.88,27.15,6646,24375,-17729,2837,660,-15552,0,-15552,기초,비수도권,전라남도,전라남도 순천시,직영,하수도
1997,2012,순천시하수도,994.25,95.05,5.21,-288.32,-5.94,0,0,0.02,0.02,32.52,32.52,23.91,6672,27908,-21236,2599,600,-19237,0,-19237,기초,비수도권,전라남도,전라남도 순천시,직영,하수도
1998,2013,순천시하수도,634.29,95.66,4.54,-246.56,-5.93,-285.45,-5.66,0.02,0.02,37.1,37.1,25.94,7684,29620,-21936,3491,502,-18947,0,-18947,기초,비수도권,전라남도,전라남도 순천시,직영,하수도
1999,2014,순천시하수도,630.9,96.8,3.3,-222.69,-5.62,-196.07,-5.41,0.03,0.03,40.08,40.08,30.99,9147,29516,-20369,2850,415,-17934,0,-17934,기초,비수도권,전라남도,전라남도 순천시,직영,하수도
2000,2015,순천시하수도,1439,98,2,-137,-4,-165,-4,0,0,49,49,38,10882,28815,-17933,3289,315,-14959,0,-14959,기초,비수도권,전라남도,전라남도 순천시,직영,하수도
2001,2016,순천시하수도,1439.18,98.86,1.16,-67.43,-2.98,-85.98,-2.93,0.04,0.04,63.99,63.99,53.77,16054,29857,-13803,3177,198,-10824,0,-10824,기초,비수도권,전라남도,전라남도 순천시,직영,하수도
2002,2017,순천시하수도,25728.48,99.88,0.12,-28.34,-1.66,-42.15,-1.65,0.06,0.06,80.37,80.37,70.35,22665,32218,-9553,3633,503,-6423,0,-6423,기초,비수도권,전라남도,전라남도 순천시,직영,하수도
2003,2018,순천시하수도,670.18,85.09,17.52,-8.54,-0.49,-53.7,-0.45,0.06,0.05,94.53,94.53,65.06,23397,35962,-12565,11153,587,-1999,0,-1999,기초,비수도권,전라남도,전라남도 순천시,직영,하수도
2004,2019,순천시하수도,676.95,85.78,16.58,-73.45,-3.86,-85.25,-3.3,0.05,0.04,62.34,62.34,53.98,22267,41248,-18981,4806,2179,-16354,0,-16354,기초,비수도권,전라남도,전라남도 순천시,직영,하수도
2005,2020,순천시하수도,800.05,86.5,15.6,-83.79,-4.27,-90.19,-3.68,0.04,0.05,58.05,58.05,52.58,21946,41739,-19793,3498,2092,0,0,-18387,기초,비수도권,전라남도,전라남도 순천시,직영,하수도
2006,2011,목포시하수도,376.4,79.1,26.5,-365.9,-7.8,-7.8,-6.2,0.02,0.02,31.4,31.4,21.6,4624,21439,-16815,3109,3212,-16918,0,-16918,기초,비수도권,전라남도,전라남도 목포시,직영,하수도
2007,2012,목포시하수도,313.15,63.43,57.66,-278.09,-8.34,-8.34,-5.85,0.02,0.03,37.51,37.51,26.95,6872,25498,-18626,4597,5080,-19109,0,-19109,기초,비수도권,전라남도,전라남도 목포시,직영,하수도
2008,2013,목포시하수도,289.37,60.2,66.12,-235.5,-8.23,-222.74,-5.08,0.02,0.03,38.18,38.18,30.98,8580,27691,-19111,3901,4996,-20206,0,-20206,기초,비수도권,전라남도,전라남도 목포시,직영,하수도
2009,2014,목포시하수도,243.78,62.22,60.72,-181.21,-8.19,-133.9,-5.01,0.03,0.05,39.85,39.85,42.75,11644,27235,-15591,2334,7843,-21100,0,-21100,기초,비수도권,전라남도,전라남도 목포시,직영,하수도
2010,2015,목포시하수도,364,65,54,-154,-7,-113,-5,0,0,42,42,47,13340,28490,-15150,1387,6774,-20537,0,-20537,기초,비수도권,전라남도,전라남도 목포시,직영,하수도
2011,2016,목포시하수도,465,68,46,-94,-5,-75,-3,0,0,54,54,57,17754,31095,-13341,2096,5453,-16698,0,-16698,기초,비수도권,전라남도,전라남도 목포시,직영,하수도
2012,2017,목포시하수도,453,71,39,-69,-4,-56,-3,0,0,61,61,64,19761,30747,-10986,2034,4740,-13692,0,-13692,기초,비수도권,전라남도,전라남도 목포시,직영,하수도
2013,2018,목포시하수도,455.28,74.57,34.1,-61.02,-4.62,-79.04,-3.38,0.04,0.06,58.5,58.5,62.11,20023,32240,-12217,2282,5891,-15826,0,-15826,기초,비수도권,전라남도,전라남도 목포시,직영,하수도
2014,2019,목포시하수도,422.83,76.62,30.52,-86.53,-4.82,-76.77,-3.64,0.04,0.06,56.56,56.56,56.57,20044,35430,-15386,2540,4498,-17344,0,-17344,기초,비수도권,전라남도,전라남도 목포시,직영,하수도
2015,2020,목포시하수도,356.74,78.17,27.92,-92.4,-4.93,-81.12,-3.81,0.04,0.05,54.74,54.74,55.21,19512,35340,-15829,2295,4495,-18028,0,-18028,기초,비수도권,전라남도,전라남도 목포시,직영,하수도
2016,2011,정읍시하수도,5882.52,97.24,2.84,-988.49,-13.85,-988,-13.45,0.01,0.01,9.98,9.98,9.19,1997,21732,-19735,193,202,-19744,0,-19744,기초,비수도권,전라북도,전라북도 정읍시,직영,하수도
2017,2012,정읍시하수도,3155.69,72.9,37.17,-692.24,-11.73,-700.31,-9.77,0.01,0.02,14.16,14.16,12.5,2475,19806,-17331,350,151,-17132,0,-17132,기초,비수도권,전라북도,전라북도 정읍시,직영,하수도
2018,2013,정읍시하수도,1827.78,74.79,33.71,-737.75,-13.86,-740.3,-10.23,0.01,0.02,12.73,12.73,11.9,2810,23612,-20802,215,144,-20731,0,-20731,기초,비수도권,전라북도,전라북도 정읍시,직영,하수도
2019,2014,정읍시하수도,3019.88,76.91,30.03,-379.55,-6.95,-750.67,-5.27,0.01,0.02,55.7,55.7,11.76,2866,24384,-21518,10811,173,-10880,0,-10880,기초,비수도권,전라북도,전라북도 정읍시,직영,하수도
2020,2015,정읍시하수도,5424.58,80.25,24.61,-213.26,-3.69,-688.72,-2.9,0.01,0.02,73.13,73.13,12.68,2971,23436,-20465,14273,145,-6337,0,-6337,기초,비수도권,전라북도,전라북도 정읍시,직영,하수도
2021,2016,정읍시하수도,3327.62,81.75,22.33,-225.19,-5.54,-469.97,-4.49,0.02,0.02,60.89,60.89,17.54,4534,25843,-21309,11362,263,-10210,0,-10210,기초,비수도권,전라북도,전라북도 정읍시,직영,하수도
2022,2017,정읍시하수도,12279.53,84.11,18.9,166.49,6.04,-292.25,5.01,0.03,0.04,57.64,57.64,25.49,6839,26825,-19986,8653,53,-11386,0,-11386,기초,비수도권,전라북도,전라북도 정읍시,직영,하수도
2023,2018,정읍시하수도,8852.68,85.16,17.43,-50.11,-3,-143.42,-2.54,0.05,0.06,79.48,79.48,41.08,11376,27692,-16316,10699,84,-5701,0,-5701,기초,비수도권,전라북도,전라북도 정읍시,직영,하수도
